鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
安樂區,房地(土地+建物)+車位,麥金路331~360號,37.96,都市：其他:住宅區(住一),,,1090830,土地3建物1車位2,十六層,二十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050124,349.11,3,2,3,有,有,26000000,74475,坡道平面,31.74,0,,RPVNMLTJRHPFFCC96DA,183.47,6.69,33.62,有,0019
暖暖區,房地(土地+建物),金山街31~60號,32.64,都市：其他:保護區,,,1090725,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0840428,104.55,4,1,2,有,無,4500000,43042,,0.0,0,,RPRNMLNKRHPFFCC68DA,84.38,0.0,13.46,無,
暖暖區,房地(土地+建物)+車位,源遠路277巷61~90號,17.11,都市：其他:住宅區(住三),,,1090816,土地1建物1車位1,二層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0990420,123.96000000000001,1,1,1,有,有,6300000,50823,坡道平面,0.0,0,,RPSNMLNKRHPFFCC78DA,53.56,1.83,12.92,有,
七堵區,房地(土地+建物),長安街212巷1~30號,38.02,,鄉村區,乙種建築用地,1090729,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701223,57.1,2,1,1,有,無,3000000,52539,,0.0,0,頂樓加蓋;,RPXNMLOKRHPFFCC76DA,48.54,0.0,8.56,無,
中山區,房地(土地+建物),文化路211~240號,15.88,都市：其他:住宅區(住三),,,1090626,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770912,68.5,3,1,1,有,無,1930000,28175,,0.0,0,,RPROMLOKRHPFFCC88DA,60.02,0.0,8.48,無,0020
中正區,房地(土地+建物),正義路30巷20弄1~30號,17.1,住,,,1090717,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0850311,57.25,2,1,1,有,無,1800000,31441,,0.0,0,,RPSOMLTJRHPFFBC66DA,50.13,5.12,0.0,無,
中正區,房地(土地+建物),中船路5巷1~30號,8.4,商,,,1090811,土地1建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0741219,77.83,3,1,1,有,有,4300000,55256,,0.0,0,,RPTOMLKKRHPFFBC58DA,61.86,3.45,3.91,有,0021
仁愛區,房地(土地+建物),曲水街1~30號,18.29,住,,,1090809,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850924,104.35999999999999,4,2,2,有,有,6800000,65159,,0.0,0,其他增建;,RPUOMLKKRHPFFBC68DA,66.06,0.0,8.26,有,
中正區,房地(土地+建物),新豐街162巷91~120號,35.44,住,,,1090810,土地6建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020905,134.08,3,2,2,有,有,6850000,51089,,0.0,0,,RPUNMLLKRHPFFBC68DA,88.94,1.98,9.39,有,0022
中正區,房地(土地+建物)+車位,新豐街333巷1~30號,25.74,住,,,1090817,土地4建物1車位1,八層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840821,138.49,3,2,2,有,有,5000000,36104,坡道平面,0.0,0,,RPOOMLLKRHPFFBC18DA,78.68,0.48,8.95,有,
