交易標的,土地區段位置/建物區段門牌,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,屋齡,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位總價(元),移轉編號
transaction sign,land sector position building sector house number plate,transaction year month and day,transaction pen number,shifting level,total floor number,building state,room age,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth total price NTD,
土地,民農段811~840地號,1040325,土地3建物0車位0,,,其他,0,0.0,0,0,0,有,無,680000,7036,0,0066
土地,民農段811~840地號,1060821,土地10建物0車位0,,,其他,0,0.0,0,0,0,有,無,1556880,23589,0,0066
土地,民農段811~840地號,1061020,土地10建物0車位0,,,其他,0,0.0,0,0,0,有,無,1200000,18182,0,0066
土地,民農段811~840地號,1070919,土地10建物0車位0,,,其他,0,0.0,0,0,0,有,無,3197350,19659,0,0066
土地,民農段811~840地號,1070919,土地10建物0車位0,,,其他,0,0.0,0,0,0,有,無,1297400,19658,0,0066
土地,民農段811~840地號,1081004,土地10建物0車位0,,,其他,0,0.0,0,0,0,有,無,3892850,19661,0,0066
土地,民農段811~840地號,1090218,土地10建物0車位0,,,其他,0,0.0,0,0,0,有,無,6487400,19659,0,0066
土地,民農段811~840地號,1090218,土地10建物0車位0,,,其他,0,0.0,0,0,0,有,無,1297400,19658,0,0066
土地,民農段811~840地號,1091016,土地10建物0車位0,,,其他,-1,0.0,0,0,0,有,無,5190000,19659,0,0066
土地,民農段811~840地號,1091019,土地10建物0車位0,,,其他,-1,0.0,0,0,0,有,無,1342250,24029,0,0066
土地,民農段811~840地號,1091015,土地3建物0車位0,,,其他,-1,0.0,0,0,0,有,無,709150,19655,0,0066
土地,民農段811~840地號,1091020,土地10建物0車位0,,,其他,-1,0.0,0,0,0,有,無,2595000,19659,0,0066
土地,民農段811~840地號,1091025,土地10建物0車位0,,,其他,-1,0.0,0,0,0,有,無,3460150,19660,0,0066
土地,民農段811~840地號,1091008,土地10建物0車位0,,,其他,-1,0.0,0,0,0,有,無,5190000,6553,0,0066
