鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
東港鎮,房地(土地+建物),新基街61~90號,75.0,都市：其他:住宅區,,,1100118,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0691016,166.94,5,3,3,有,無,4300000,25758,,0.0,0,,RPPNMLRKKHGGFDT56DA,166.94,0.0,0.0,無,
崁頂鄉,土地,頂義段691~720地號,3875.6,都市：其他:農業區,,,1091230,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11000000,2838,,0.0,0,,RPQNMLRKKHGGFDT66DA,0.0,0.0,0.0,無,
新園鄉,土地,興厝段991~1020地號,711.07,都市：其他:農業區,,,1100119,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6800000,9563,,0.0,0,,RPRNMLRKKHGGFDT76DA,0.0,0.0,0.0,無,
東港鎮,土地,新帝段511~540地號,86.59,都市：其他:住宅區,,,1100129,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,955570,11036,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLRKKHGGFDT86DA,0.0,0.0,0.0,無,1552
東港鎮,土地,東港段91~120地號,115.4,都市：其他:零售市場用地,,,1100104,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3200000,27730,,0.0,0,包含公共設施保留地用地；,RPTNMLRKKHGGFDT96DA,0.0,0.0,0.0,無,
崁頂鄉,土地,頂義段721~750地號,1000.0,都市：其他:農業區,,,1091031,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5037500,5038,,0.0,0,,RPRNMLSKKHGGFDT86DA,0.0,0.0,0.0,無,
琉球鄉,土地,相埔段991~1020地號,116.54,都市：其他:住宅區,,,1100112,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1410000,12099,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLSKKHGGFDT96DA,0.0,0.0,0.0,無,
林邊鄉,土地,銀放索段1021~1050地號,116.26,,,,1100209,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,400000,3441,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPPNMLTKKHGGFDT76DA,0.0,0.0,0.0,無,
東港鎮,土地,龍帝段901~930地號,646.38,,,,1100201,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11306664,17492,,0.0,0,,RPTNMLSJKHGGFDT96DA,0.0,0.0,0.0,無,
新園鄉,房地(土地+建物),後厝路31~60號,86.0,,鄉村區,乙種建築用地,1100108,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0831013,127.51,4,2,3,有,無,3500000,27449,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXNMLLKJHGGFDT66DA,124.2,3.31,0.0,無,1553
恆春鎮,土地,公順段421~450地號,210.5,都市：其他:住宅區,,,1100108,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7108500,33770,,0.0,0,,RPRNMLTKKHGGFET07DA,0.0,0.0,0.0,無,1554
恆春鎮,土地,五里亭段811~840地號,11.98,,一般農業區,水利用地,1100208,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,43487,3630,,0.0,0,協議價購；,RPVNMLMJKHGGFET66DA,0.0,0.0,0.0,無,
恆春鎮,土地,五里亭段781~810地號,169.63,,一般農業區,水利用地,1100208,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,615766,3630,,0.0,0,協議價購；,RPSNMLMJKHGGFET98DA,0.0,0.0,0.0,無,0323
枋寮鄉,土地,新地段301~330地號,233.85,,一般農業區,農牧用地,1100203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,216900,928,,0.0,0,,RPUNMLSKKHGGFFT37DA,0.0,0.0,0.0,無,1556
屏東市,房地(土地+建物),德豐街61~90號,19.66,都市：其他:住宅區,,,1091205,土地1建物1車位0,七層,七層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0810808,111.74000000000001,3,2,2,有,無,3850000,34455,,0.0,0,,RPXNMLTKKHGGFAT37EA,65.33,0.0,13.68,無,1557
萬丹鄉,房地(土地+建物),西環路691~720號,83.0,都市：其他:住宅區,,,1091223,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,1010209,209.92,4,3,5,有,無,8500000,40492,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPSNMLKLKHGGFAT68EA,185.98,0.0,23.94,無,
屏東市,房地(土地+建物)+車位,廣東路1501~1530號,22.94,都市：其他:住宅區,,,1100106,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800901,159.49,4,2,2,有,有,4140840,25963,坡道平面,0.0,0,含土地增值稅或其他稅費77289元；,RPWNMLKLKHGGFAT09EA,91.12,12.67,0.0,有,
潮州鎮,土地,崙東段91~120地號,599.34,,一般農業區,農牧用地,1100112,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,300000,501,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLTKKHGGFCT07EA,0.0,0.0,0.0,無,
南州鄉,土地,米崙段1261~1290地號,2401.38,,一般農業區,農牧用地,1091230,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3000000,1249,,0.0,0,,RPTNMLSJKHGGFDT07EA,0.0,0.0,0.0,無,
崁頂鄉,土地,頂愛段241~270地號,4758.02,,一般農業區,農牧用地,1100112,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8200000,1723,,0.0,0,,RPPNMLSKKHGGFDT76EA,0.0,0.0,0.0,無,1558
南州鄉,房地(土地+建物),同安路10巷61~90號,97.17,,鄉村區,乙種建築用地,1100208,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0830704,165.33,4,2,3,有,無,800000,4839,,0.0,0,印花稅、土地增值稅、契稅、地政規費、代書費等由權利人支付。,RPRNMLTKKHGGFDT07EA,138.37,9.08,17.88,無,
枋寮鄉,房地(土地+建物),市場街64巷1~30號,33.86,都市：其他:市場用地,,,1100129,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0860527,87.6,2,1,1,有,無,1500000,17123,,0.0,0,,RPTNMLSKKHGGFFT37EA,84.54,3.06,0.0,無,
內埔鄉,房地(土地+建物),壽比路241~270號,6.08,,鄉村區,乙種建築用地,1100131,土地1建物1車位0,四層,五層,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,0920501,20.189999999999998,1,1,1,有,有,500000,24765,,0.0,0,夾層；,RPPOMLLJKHGGFCT48DA,13.1,0.82,0.0,有,
內埔鄉,房地(土地+建物),壽比路241~270號,6.47,,鄉村區,乙種建築用地,1100131,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0920501,21.64,1,1,1,有,有,500000,23105,,0.0,0,夾層；,RPQOMLLJKHGGFCT58DA,14.11,0.82,0.0,有,
